urban,hhsize,head_gender,s2_q10_mktcentre,s2_q19_floormat,s2_q20_wallmat,s2_q21a_powergrid,ownasset_0,ownasset_1,ownasset_2,ownasset_3,ownasset_4,s3_q5a_attendchurch,s3_q7_visitother,s53_q6_hunger,s53_q6_staple,s5_q38_worryfood,s5_q42a_meat,s5_q42b_eggs,s5_q2_receivedfood,s5_q4_rent,s7_q2_sendgift,s9_q4_hospitalvisit,s9_q11_medsoutstock,s2_q15b_schoolchildren,s2_q15c_youngchildren,s2_q21_noadults,s2_q23_anyphone,s2_q24_numchild,s2_q2_age,s4_q12_num_ent,s5_q1,s5_q39a_hungryadult,s5_q39b_hungrychild,s5_q3a_food,s5_q3b_personal,s5_q3c_durables,s5_q3d_services,s5_q3e_comms,s5_q3f_housing,s5_q3g_utilities,s5_q3h_transport,s5_q3i_medical,s5_q40a_skippedadult,s5_q40b_skippedchild,s5_q41a_nofoodadult,s5_q41b_nofoodchild,wave,sum_s4_q19_earnings,sum_s4_q19_laidoff,sum_s4_q20_profits,sum_s4_q20_salestrend,sum_s4_q20c_survive,s7_q1_receivegifthh,s4_q1_agactivity
0,10,1,0,3,16,0,0,1,1,1,0,-1,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,0.0,2,-1.0,47.0,-1.0,-1.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,0.0,0.0,8.0,5600.0,0.0,1000.0,0.0,0.0,0,0
1,5,1,1,2,14,1,0,1,1,0,0,3,0,1,-1,1,0,0,0,-1,0,0,-1,0.5,0.0,-1.0,1,0.5,19.0,0.0,0.0,1.0,0.0,2500.0,0.0,0.0,0.0,50.0,-1.0,-1.0,0.0,0.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1,5,1,1,2,-1,1,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0.5,0.0,0.0,1,0.5,18.0,0.0,2500.0,0.0,0.0,500.0,0.0,-1.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
1,5,1,1,2,14,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0.5,0.0,0.0,1,0.5,18.0,0.0,1200.0,0.0,0.0,400.0,200.0,100.0,150.0,50.0,300.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0
1,5,1,1,2,11,1,0,1,1,0,0,2,0,0,0,0,1,1,0,1,0,0,1,0.5,0.0,0.0,2,0.5,19.0,1.0,1500.0,0.0,0.0,600.0,100.0,100.0,50.0,50.0,100.0,200.0,100.0,200.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4000.0,2.0,1,0
1,2,1,1,2,11,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1.0,0.0,0.0,1,-1.0,19.0,-1.0,3000.0,0.0,0.0,1800.0,100.0,100.0,50.0,50.0,200.0,300.0,200.0,300.0,0.0,0.0,0.0,0.0,6.0,6000.0,0.0,3000.0,3000.0,4.0,1,0
1,2,1,1,2,16,1,0,1,1,0,0,3,0,0,0,0,1,1,0,1,0,0,1,1.0,0.0,0.0,1,-1.0,19.0,-1.0,1500.0,0.0,0.0,1750.0,450.0,0.0,300.0,200.0,5200.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,280000.0,0.0,21000.0,0.0,1.0,1,0
0,6,0,-1,3,13,0,1,0,0,0,0,3,1,1,-1,1,0,0,0,-1,0,1,2,0.42857142857142855,0.14285714285714285,-1.0,1,0.42857142857142855,42.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,6,0,-1,3,-1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0.42857142857142855,0.14285714285714285,0.0,1,0.42857142857142855,42.0,0.0,0.0,0.0,0.0,300.0,50.0,0.0,0.0,100.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-1,3,5,0,0,0,0,1,0,3,0,1,-1,1,0,0,0,-1,0,0,1,0.0,0.0,-1.0,1,0.0,33.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-1,3,8,1,0,0,0,1,0,3,1,1,0,1,1,1,0,0,0,1,2,0.0,0.0,0.0,2,0.0,34.0,0.0,2000.0,3.0,2.0,750.0,200.0,650.0,0.0,200.0,0.0,160.0,450.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-1,3,7,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0,0.0,0.0,1,-1.0,34.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,100.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-1,0
0,1,0,1,3,7,0,0,0,0,1,0,-1,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,1.0,2,-1.0,35.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0
0,6,1,0,2,7,1,0,1,1,1,0,3,0,1,-1,1,0,0,0,-1,0,0,1,0.42857142857142855,0.0,-1.0,1,0.42857142857142855,35.0,0.0,0.0,0.0,0.0,420.0,80.0,0.0,0.0,100.0,2500.0,100.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,6,1,0,2,-1,1,0,1,1,1,0,2,1,1,1,1,0,0,0,1,0,0,2,0.42857142857142855,0.0,0.0,1,0.42857142857142855,35.0,0.0,0.0,1.0,1.0,3500.0,0.0,0.0,0.0,150.0,8500.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
0,5,1,0,2,-1,1,0,1,1,1,0,2,0,1,1,1,1,0,0,1,0,0,2,0.3333333333333333,0.0,0.0,2,0.3333333333333333,35.0,0.0,600.0,1.0,0.0,500.0,300.0,-1.0,250.0,100.0,4500.0,250.0,200.0,500.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
0,5,1,0,2,11,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.16666666666666666,0.16666666666666666,0.0,2,0.3333333333333333,35.0,0.0,1500.0,0.0,0.0,200.0,100.0,100.0,300.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0
0,3,1,0,2,7,1,0,1,1,1,0,3,1,0,1,1,0,1,0,1,0,0,1,0.25,0.25,0.0,2,-1.0,35.0,0.0,800.0,0.0,0.0,500.0,450.0,0.0,300.0,200.0,1850.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-1,0
0,3,1,0,2,7,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0.25,0.25,0.0,2,-1.0,36.0,1.0,2000.0,0.0,0.0,800.0,100.0,100.0,100.0,100.0,200.0,200.0,100.0,300.0,0.0,0.0,0.0,0.0,7.0,3000.0,0.0,1500.0,3000.0,2.0,0,0
1,7,1,1,2,7,1,0,1,1,1,0,-1,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,0.0,2,-1.0,37.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,7.0,1.0,0.0,8.0,6000.0,0.0,4100.0,0.0,0.0,0,0
1,0,0,1,2,15,1,1,0,0,0,0,3,0,0,-1,1,0,0,0,-1,0,0,-1,0.0,0.0,-1.0,1,0.0,28.0,0.0,0.0,0.0,0.0,99.0,200.0,0.0,0.0,200.0,99.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
1,0,0,1,2,-1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0.0,0.0,0.0,1,0.0,28.0,0.0,0.0,0.0,0.0,200.0,100.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,0,1,2,-1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,1,0.0,28.0,0.0,2000.0,3.0,3.0,235.0,2200.0,-1.0,0.0,350.0,0.0,300.0,0.0,900.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,0,1,7,15,1,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0.0,0.0,0.0,1,0.0,28.0,0.0,0.0,0.0,0.0,800.0,250.0,350.0,200.0,100.0,200.0,900.0,400.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0,0,1,5,5,1,1,0,0,0,0,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,0.0,1,-1.0,30.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0
0,10,1,-1,3,13,0,1,0,0,0,0,3,0,1,-1,1,0,0,0,-1,0,0,1,0.36363636363636365,0.18181818181818182,-1.0,2,0.36363636363636365,22.0,0.0,0.0,3.0,3.0,0.0,110.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
0,10,1,-1,3,-1,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,1,0.36363636363636365,0.18181818181818182,0.0,2,0.36363636363636365,22.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
0,10,0,-1,3,-1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.45454545454545453,0.09090909090909091,0.0,1,0.5454545454545454,22.0,0.0,4000.0,0.0,0.0,250.0,0.0,-1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
0,4,0,-1,3,5,1,1,0,0,0,0,3,1,0,1,1,0,1,0,0,0,0,1,0.6,0.0,0.0,2,-1.0,22.0,0.0,1500.0,0.0,0.0,800.0,500.0,0.0,300.0,200.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-1,0
0,4,0,-1,3,5,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0.6,0.0,0.0,2,-1.0,22.0,1.0,3000.0,0.0,0.0,1800.0,100.0,100.0,100.0,200.0,200.0,200.0,100.0,200.0,0.0,0.0,0.0,0.0,7.0,3000.0,0.0,1500.0,3000.0,2.0,1,0
1,5,0,1,2,11,1,0,1,1,0,0,3,0,1,-1,1,0,0,0,-1,1,0,-1,0.5,0.16666666666666666,-1.0,2,0.5,37.0,0.0,0.0,3.0,3.0,1500.0,300.0,0.0,70.0,140.0,0.0,100.0,300.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1,2,0,1,2,-1,1,0,1,1,0,0,3,0,0,1,1,0,1,0,1,0,0,1,0.0,0.3333333333333333,0.0,1,0.0,38.0,0.0,0.0,0.0,0.0,500.0,200.0,0.0,200.0,100.0,3500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
1,3,0,1,2,16,1,0,1,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0.25,0.25,0.0,1,0.5,38.0,0.0,0.0,0.0,0.0,200.0,150.0,500.0,0.0,50.0,300.0,300.0,80.0,50.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0
1,1,0,1,2,14,1,0,1,1,0,0,3,1,1,1,1,0,0,0,1,1,1,1,0.5,0.5,0.0,2,-1.0,39.0,1.0,0.0,2.0,0.0,1000.0,200.0,0.0,100.0,150.0,0.0,200.0,300.0,400.0,2.0,0.0,0.0,0.0,6.0,4000.0,0.0,2000.0,5500.0,2.0,-1,0
1,1,0,1,2,7,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0.5,0.5,0.0,2,-1.0,39.0,-1.0,0.0,3.0,1.0,500.0,150.0,0.0,50.0,100.0,0.0,250.0,0.0,200.0,5.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0
1,2,0,1,2,7,1,0,1,1,0,0,-1,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,0.0,2,-1.0,39.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0
0,2,0,-1,2,14,1,0,1,1,0,0,3,0,1,-1,1,0,1,0,-1,0,1,1,0.6666666666666666,0.0,-1.0,1,0.6666666666666666,39.0,0.0,700.0,1.0,0.0,100.0,300.0,-1.0,400.0,100.0,1400.0,500.0,800.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
0,14,0,-1,-1,16,1,0,1,1,0,0,2,0,1,-1,1,0,0,1,-1,0,0,1,0.4444444444444444,0.2962962962962963,-1.0,1,0.4444444444444444,23.0,0.0,5.0,3.0,2.0,140.0,501.0,15000.0,20.0,100.0,0.0,900.0,400.0,1000.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,10,0,-1,-1,-1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.36363636363636365,0.0,0.0,1,0.36363636363636365,23.0,0.0,99.0,0.0,0.0,99.0,99.0,-1.0,99.0,99.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-1,2,16,0,1,0,0,0,0,3,0,1,-1,1,0,0,0,-1,0,0,2,0.0,0.0,-1.0,1,0.0,20.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,50.0,200.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-1,2,-1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1,0.0,20.0,0.0,99.0,0.0,0.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-1,2,-1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,1,0.0,20.0,0.0,1500.0,0.0,0.0,100.0,0.0,-1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
0,4,0,-1,3,6,0,0,1,0,1,0,3,0,1,-1,1,0,0,0,-1,0,0,1,0.2,0.4,-1.0,2,0.2,35.0,0.0,0.0,0.0,0.0,450.0,100.0,0.0,0.0,50.0,0.0,100.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,3,0,-1,3,0,0,1,0,0,0,0,3,0,1,-1,1,0,0,0,-1,0,0,-1,0.25,0.25,-1.0,1,0.25,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,3,0,-1,3,-1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.0,1,0.25,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-1,3,16,0,0,0,0,1,0,3,0,1,-1,1,0,0,0,-1,0,0,-1,0.0,0.0,-1.0,1,0.0,25.0,0.0,0.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-1,3,-1,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,0.0,1,0.0,25.0,0.0,0.0,0.0,0.0,400.0,200.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0,-1,3,-1,0,0,0,0,1,0,3,0,0,1,1,0,1,0,0,0,0,-1,0.0,0.0,0.0,1,0.0,25.0,0.0,0.0,0.0,0.0,100.0,50.0,-1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
0,2,0,-1,3,7,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0.0,0.3333333333333333,0.0,1,0.3333333333333333,25.0,0.0,0.0,0.0,0.0,400.0,300.0,0.0,200.0,100.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0
0,1,0,-1,2,7,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2,0.0,0.5,0.0,2,-1.0,25.0,0.0,520.0,1.0,0.0,620.0,130.0,0.0,0.0,200.0,0.0,650.0,0.0,2000.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-1,0
1,0,0,1,2,14,1,0,0,1,0,0,3,0,0,-1,1,0,1,0,-1,0,0,-1,0.0,0.0,-1.0,1,0.0,41.0,1.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,100.0,2500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0
1,5,0,1,2,-1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,2,0.8333333333333334,0.0,0.0,1,0.8333333333333334,41.0,-1.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,300.0,9000.0,800.0,200.0,3000.0,0.0,0.0,0.0,0.0,2.0,1300.0,0.0,1300.0,0.0,4.0,0,0
1,4,0,1,2,-1,1,0,0,1,0,0,2,0,0,0,1,1,0,0,1,1,1,2,0.6,0.0,1.0,4,0.6,41.0,-1.0,2000.0,0.0,0.0,800.0,500.0,-1.0,100.0,250.0,4500.0,400.0,250.0,300.0,0.0,1.0,0.0,0.0,3.0,600.0,0.0,550.0,0.0,1.0,0,0
1,6,0,1,8,7,1,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0,0,1,0.2857142857142857,0.0,3.0,3,0.2857142857142857,41.0,-1.0,3000.0,0.0,0.0,1000.0,150.0,200.0,50.0,200.0,500.0,500.0,200.0,200.0,0.0,0.0,0.0,0.0,5.0,5000.0,0.0,2000.0,10000.0,7.0,0,0
1,4,0,1,2,7,1,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0,0,1,0.6,0.0,0.0,1,-1.0,41.0,-1.0,1500.0,0.0,0.0,800.0,100.0,100.0,50.0,50.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,6.0,10000.0,0.0,4000.0,2500.0,8.0,-1,0
1,6,0,1,2,14,1,0,0,1,0,0,-1,-1,0,0,1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,0.0,4,-1.0,42.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,8.0,6000.0,0.0,6000.0,0.0,0.0,0,0
1,5,0,1,2,14,1,0,0,1,1,0,3,0,1,-1,1,0,0,0,-1,0,0,-1,0.3333333333333333,0.3333333333333333,-1.0,1,0.3333333333333333,60.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,50.0,9000.0,500.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1,5,0,1,2,-1,1,0,0,1,1,0,3,1,1,1,1,0,0,0,1,0,0,-1,0.3333333333333333,0.3333333333333333,0.0,1,0.3333333333333333,60.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,200.0,7000.0,200.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
1,6,0,1,2,-1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.42857142857142855,0.2857142857142857,0.0,1,0.7142857142857143,60.0,0.0,99.0,0.0,0.0,99.0,99.0,-1.0,99.0,99.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
1,6,0,1,2,14,1,0,0,1,1,0,2,0,1,1,1,0,0,0,1,0,0,1,0.42857142857142855,0.2857142857142857,0.0,2,0.7142857142857143,61.0,0.0,0.0,0.0,0.0,1000.0,100.0,0.0,180.0,80.0,0.0,0.0,150.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0
1,1,0,1,2,11,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,2.5,1.0,0.0,2,-1.0,61.0,-1.0,0.0,0.0,0.0,1000.0,250.0,0.0,0.0,100.0,0.0,400.0,400.0,200.0,3.0,1.0,0.0,0.0,7.0,5000.0,0.0,2100.0,0.0,2.0,0,0
1,6,0,1,7,11,1,0,0,1,1,0,-1,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,0.0,2,-1.0,62.0,-1.0,-1.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,7.0,1.0,0.0,8.0,3000.0,0.0,1200.0,0.0,0.0,0,0
1,3,1,1,2,14,1,0,1,1,1,1,3,0,0,-1,1,0,0,0,-1,0,0,-1,0.5,0.0,-1.0,1,0.5,44.0,1.0,0.0,0.0,0.0,500.0,0.0,0.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6000.0,3.0,0,0
1,4,1,1,2,11,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0.6,0.0,0.0,2,0.6,44.0,-1.0,3000.0,0.0,0.0,1500.0,200.0,200.0,200.0,200.0,200.0,300.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,5500.0,6.0,0,0
1,4,1,1,2,7,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0.6,0.0,0.0,2,0.6,44.0,-1.0,1500.0,0.0,0.0,800.0,100.0,100.0,50.0,50.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,5.0,3000.0,0.0,1000.0,9000.0,6.0,0,0
1,1,1,1,2,7,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1.5,0.0,0.0,2,-1.0,44.0,-1.0,0.0,0.0,0.0,600.0,200.0,0.0,0.0,100.0,0.0,300.0,200.0,0.0,3.0,1.0,0.0,0.0,6.0,7000.0,0.0,3000.0,0.0,3.0,0,0
1,1,1,1,2,7,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1.5,0.0,0.0,2,-1.0,45.0,-1.0,0.0,0.0,0.0,1200.0,300.0,0.0,0.0,100.0,0.0,1500.0,400.0,0.0,4.0,2.0,0.0,0.0,7.0,6000.0,0.0,3000.0,0.0,1.0,0,0
1,4,1,1,2,7,1,0,1,1,1,1,-1,-1,1,1,1,1,0,-1,-1,-1,-1,-1,-1.0,-1.0,0.0,3,-1.0,49.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2.0,0.0,0.0,8.0,7000.0,0.0,2000.0,0.0,0.0,0,0
0,2,0,0,2,14,1,0,1,1,1,0,3,0,1,-1,1,0,0,0,-1,0,0,1,0.0,0.3333333333333333,-1.0,1,0.0,23.0,0.0,0.0,0.0,0.0,500.0,30.0,0.0,0.0,20.0,4000.0,50.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1,3,1,1,2,-1,1,0,0,1,1,0,3,0,1,1,1,0,1,0,1,0,0,1,0.0,0.5,0.0,2,0.5,23.0,-1.0,0.0,0.0,0.0,1200.0,0.0,-1.0,200.0,80.0,0.0,0.0,350.0,0.0,5.0,2.0,0.0,0.0,3.0,3000.0,0.0,1800.0,0.0,3.0,0,0
1,3,1,1,2,14,1,0,0,1,1,0,2,0,1,1,1,0,1,0,0,0,0,1,0.0,0.5,0.0,2,0.5,23.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.0,150.0,50.0,0.0,0.0,250.0,0.0,5.0,2.0,0.0,0.0,4.0,9000.0,0.0,4000.0,12000.0,8.0,0,0
1,3,0,1,3,7,0,0,0,1,1,0,-1,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,0.0,2,-1.0,32.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,7.0,2.0,0.0,8.0,5000.0,0.0,1000.0,0.0,0.0,0,0
0,10,0,-1,3,-1,0,0,1,1,1,0,3,1,0,1,0,0,1,0,0,0,0,1,0.5454545454545454,0.0,0.0,1,0.5454545454545454,54.0,0.0,0.0,0.0,0.0,1200.0,200.0,0.0,50.0,150.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
0,10,0,-1,3,-1,0,0,1,1,1,0,3,0,0,1,1,0,1,0,0,0,0,1,0.45454545454545453,0.09090909090909091,0.0,1,0.5454545454545454,54.0,0.0,0.0,0.0,0.0,250.0,100.0,-1.0,100.0,100.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0
0,10,0,-1,3,7,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0.45454545454545453,0.09090909090909091,0.0,1,0.5454545454545454,54.0,0.0,800.0,0.0,0.0,750.0,250.0,0.0,400.0,600.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0
0,4,0,-1,2,7,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1.0,0.2,0.0,3,-1.0,54.0,0.0,0.0,1.0,0.0,1200.0,200.0,0.0,200.0,100.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0
